record_id,source_type,source_name,source_reference,citation_url,species,eventDate,year,lon,lat,label,coordinate_precision_km,species_confirmed,confidence_score,is_verified,qa_reviewer,qa_status,rationale,notes,p_raw,p_raw_std,p_calibrated,dist_to_pos_km,regime_bin,subregion_id
v12r_0016,satellite_digitized,v1_2_custom_positive_mining_relaxed,model-guided candidate; needs manual verification,,Kappaphycus alvarezii,,,79.75502106170681,9.130755113330958,1,1.0,False,0.42404312,False,,pending,regime_diversity_candidate_v1_2_relaxed,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD;YYYY-MM-DD",0.65866506,0.0,0.42404312,1.4005382342016868,4_1_2_0,14
v12r_0017,satellite_digitized,v1_2_custom_positive_mining_relaxed,model-guided candidate; needs manual verification,,Kappaphycus alvarezii,,,79.75502106170681,9.508047532661156,1,1.0,False,0.4,False,,pending,regime_diversity_candidate_v1_2_relaxed,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD;YYYY-MM-DD",0.6376873,0.0,0.4,2.2084033975810047,1_2_1_4,19
v12r_0018,satellite_digitized,v1_2_custom_positive_mining_relaxed,model-guided candidate; needs manual verification,,Kappaphycus alvarezii,,,79.7729873673892,9.642794825279084,1,1.0,False,0.4,False,,pending,regime_diversity_candidate_v1_2_relaxed,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD;YYYY-MM-DD",0.62602687,0.0,0.4,1.971574665891885,0_4_0_3,19
v12r_0019,satellite_digitized,v1_2_custom_positive_mining_relaxed,model-guided candidate; needs manual verification,,Kappaphycus alvarezii,,,79.11721720998196,9.220586641742909,1,1.0,False,0.37902194,False,,pending,regime_diversity_candidate_v1_2_relaxed,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD;YYYY-MM-DD",0.62307817,0.0,0.37902194,4.438146630753693,2_4_4_1,12
v12r_0020,satellite_digitized,v1_2_custom_positive_mining_relaxed,model-guided candidate; needs manual verification,,Kappaphycus alvarezii,,,79.14416666850555,9.220586641742909,1,1.0,False,0.35,False,,pending,regime_diversity_candidate_v1_2_relaxed,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD;YYYY-MM-DD",0.5483913,0.0,0.35,4.095483592940312,1_4_4_3,12
v12r_0021,satellite_digitized,v1_2_custom_positive_mining_relaxed,model-guided candidate; needs manual verification,,Kappaphycus alvarezii,,,79.74603790886562,9.624828519596694,1,1.0,False,0.35,False,,pending,regime_diversity_candidate_v1_2_relaxed,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD;YYYY-MM-DD",0.61828846,0.0,0.35,4.094147985230932,2_3_0_2,19
v12r_0022,satellite_digitized,v1_2_custom_positive_mining_relaxed,model-guided candidate; needs manual verification,,Kappaphycus alvarezii,,,79.71908845034204,9.076856196283789,1,1.0,False,0.35,False,,pending,regime_diversity_candidate_v1_2_relaxed,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD;YYYY-MM-DD",0.5765117,0.0,0.35,3.1243369234744973,4_4_3_1,9
v12r_0023,satellite_digitized,v1_2_custom_positive_mining_relaxed,model-guided candidate; needs manual verification,,Kappaphycus alvarezii,,,79.71010529750085,9.06787304344259,1,1.0,False,0.35,False,,pending,regime_diversity_candidate_v1_2_relaxed,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD;YYYY-MM-DD",0.59208375,0.0,0.35,2.801316621283352,1_2_3_0,9
v12r_0024,satellite_digitized,v1_2_custom_positive_mining_relaxed,model-guided candidate; needs manual verification,,Kappaphycus alvarezii,,,79.35976233669423,9.211603488901714,1,1.0,False,0.35,False,,pending,regime_diversity_candidate_v1_2_relaxed,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD;YYYY-MM-DD",0.5287686,0.0,0.35,2.801200820973444,3_4_4_0,13
v12r_0025,satellite_digitized,v1_2_custom_positive_mining_relaxed,model-guided candidate; needs manual verification,,Kappaphycus alvarezii,,,79.7729873673892,9.579912755390716,1,1.0,False,0.35,False,,pending,regime_diversity_candidate_v1_2_relaxed,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD;YYYY-MM-DD",0.59122133,0.0,0.35,2.208021101450613,0_4_0_2,19
v12r_0026,satellite_digitized,v1_2_custom_positive_mining_relaxed,model-guided candidate; needs manual verification,,Kappaphycus alvarezii,,,79.2160318912351,9.319401322996058,1,1.0,False,0.35,False,,pending,regime_diversity_candidate_v1_2_relaxed,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD;YYYY-MM-DD",0.5547154,0.0,0.35,1.987282790709438,4_1_2_1,13
v12r_0027,satellite_digitized,v1_2_custom_positive_mining_relaxed,model-guided candidate; needs manual verification,,Kappaphycus alvarezii,,,79.74603790886562,9.543980144025936,1,1.0,False,0.35,False,,pending,regime_diversity_candidate_v1_2_relaxed,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD;YYYY-MM-DD",0.5188194,0.0,0.35,1.9721787412419487,2_3_1_3,19
v12r_0028,satellite_digitized,v1_2_custom_positive_mining_relaxed,model-guided candidate; needs manual verification,,Kappaphycus alvarezii,,,79.7729873673892,9.022957279236614,1,1.0,False,0.35,False,,pending,regime_diversity_candidate_v1_2_relaxed,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD;YYYY-MM-DD",0.58115953,0.0,0.35,1.4007111945862962,4_2_4_3,9
v12r_0029,satellite_digitized,v1_2_custom_positive_mining_relaxed,model-guided candidate; needs manual verification,,Kappaphycus alvarezii,,,79.7819705202304,9.112788807648569,1,1.0,False,0.35,False,,pending,regime_diversity_candidate_v1_2_relaxed,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD;YYYY-MM-DD",0.5333534,0.0,0.35,1.400553837411617,4_1_2_0,9
v12r_0030,satellite_digitized,v1_2_custom_positive_mining_relaxed,model-guided candidate; needs manual verification,,Kappaphycus alvarezii,,,79.2250150440763,9.31041817015486,1,1.0,False,0.35,False,,pending,regime_diversity_candidate_v1_2_relaxed,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD;YYYY-MM-DD",0.5896507,0.0,0.35,1.4005223279546395,2_2_3_2,13
v12r_0031,satellite_digitized,v1_2_custom_positive_mining_relaxed,model-guided candidate; needs manual verification,,Kappaphycus alvarezii,,,79.26993080828228,9.31041817015486,1,1.0,False,0.35,False,,pending,regime_diversity_candidate_v1_2_relaxed,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD;YYYY-MM-DD",0.56965625,0.0,0.35,1.4004959856842605,2_3_2_4,13
v12r_0032,satellite_digitized,v1_2_custom_positive_mining_relaxed,model-guided candidate; needs manual verification,,Kappaphycus alvarezii,,,79.32382972532945,9.337367628678448,1,1.0,False,0.35,False,,pending,regime_diversity_candidate_v1_2_relaxed,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD;YYYY-MM-DD",0.59533083,0.0,0.35,1.4003988283543507,4_1_2_0,13
v12r_0033,satellite_digitized,v1_2_custom_positive_mining_relaxed,model-guided candidate; needs manual verification,,Kappaphycus alvarezii,,,79.62925692193008,9.517030685502352,1,1.0,False,0.33333334,False,,pending,regime_diversity_candidate_v1_2_relaxed,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD;YYYY-MM-DD",0.41450664,0.0,0.33333334,11.028253599897411,4_2_1_1,19
v12r_0034,satellite_digitized,v1_2_custom_positive_mining_relaxed,model-guided candidate; needs manual verification,,Kappaphycus alvarezii,,,79.01840252872881,9.382283392884425,1,1.0,False,0.33333334,False,,pending,regime_diversity_candidate_v1_2_relaxed,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD;YYYY-MM-DD",0.384322,0.0,0.33333334,5.065831147440976,3_0_1_4,12
v12r_0035,satellite_digitized,v1_2_custom_positive_mining_relaxed,model-guided candidate; needs manual verification,,Kappaphycus alvarezii,,,79.00043622304642,9.364317087202032,1,1.0,False,0.33333334,False,,pending,regime_diversity_candidate_v1_2_relaxed,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD;YYYY-MM-DD",0.372303,0.0,0.33333334,4.2018129685528285,0_1_1_4,12
