record_id,source_type,source_name,source_reference,citation_url,species,eventDate,year,lon,lat,label,coordinate_precision_km,species_confirmed,confidence_score,is_verified,qa_reviewer,qa_status,rationale,notes,p_raw,p_raw_std,p_calibrated,dist_to_pos_km,regime_bin,subregion_id
rp_v1_1p1_0011,satellite_digitized,regime_positive_mining_v1_1p1,model-guided regime-stratified candidate; needs manual verification,,Kappaphycus alvarezii,,,79.73705475602442,9.12177196048976,1,1.0,False,0.6666667,False,,pending,regime_diversity_candidate,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD",0.96381396,0.0,0.6666667,0.9872754067308523,2_2_2_0,2
rp_v1_1p1_0012,satellite_digitized,regime_positive_mining_v1_1p1,model-guided regime-stratified candidate; needs manual verification,,Kappaphycus alvarezii,,,79.75502106170681,9.12177196048976,1,1.0,False,0.6666667,False,,pending,regime_diversity_candidate,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD",0.95931643,0.0,0.6666667,0.9872720819706758,2_2_2_0,3
rp_v1_1p1_0013,satellite_digitized,regime_positive_mining_v1_1p1,model-guided regime-stratified candidate; needs manual verification,,Kappaphycus alvarezii,,,79.30586341964705,9.328384475837252,1,1.0,False,0.6666667,False,,pending,regime_diversity_candidate,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD",0.95574063,0.0,0.6666667,0.9868881446793468,0_3_2_3,5
rp_v1_1p1_0014,satellite_digitized,regime_positive_mining_v1_1p1,model-guided regime-stratified candidate; needs manual verification,,Kappaphycus alvarezii,,,79.32382972532945,9.328384475837252,1,1.0,False,0.6666667,False,,pending,regime_diversity_candidate,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD",0.94858074,0.0,0.6666667,0.9868792454130435,1_2_1_2,5
rp_v1_1p1_0015,satellite_digitized,regime_positive_mining_v1_1p1,model-guided regime-stratified candidate; needs manual verification,,Kappaphycus alvarezii,,,79.74603790886562,9.526013838343546,1,1.0,False,0.6666667,False,,pending,regime_diversity_candidate,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD",0.93658817,0.0,0.6666667,0.9861393282955027,1_3_1_3,10
rp_v1_1p1_0016,satellite_digitized,regime_positive_mining_v1_1p1,model-guided regime-stratified candidate; needs manual verification,,Kappaphycus alvarezii,,,79.73705475602442,9.534996991184745,1,1.0,False,0.6666667,False,,pending,regime_diversity_candidate,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD",0.92812157,0.0,0.6666667,0.9861168641319787,0_3_1_3,10
rp_v1_1p1_0017,satellite_digitized,regime_positive_mining_v1_1p1,model-guided regime-stratified candidate; needs manual verification,,Kappaphycus alvarezii,,,79.76400421454801,9.68771058948506,1,1.0,False,0.6666667,False,,pending,regime_diversity_candidate,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD",0.92269737,0.0,0.6666667,0.9856613711081171,1_1_0_1,11
rp_v1_1p1_0018,satellite_digitized,regime_positive_mining_v1_1p1,model-guided regime-stratified candidate; needs manual verification,,Kappaphycus alvarezii,,,79.74603790886562,9.517030685502352,1,1.0,False,0.45287576,False,,pending,regime_diversity_candidate,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD",0.9175266,0.0,0.45287576,0.986165105035838,1_3_1_3,10
rp_v1_1p1_0019,satellite_digitized,regime_positive_mining_v1_1p1,model-guided regime-stratified candidate; needs manual verification,,Kappaphycus alvarezii,,,79.73705475602442,9.130755113330958,1,1.0,False,0.40925246,False,,pending,regime_diversity_candidate,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD",0.9170379,0.0,0.40925246,1.4005429504878832,3_1_2_0,2
rp_v1_1p1_0020,satellite_digitized,regime_positive_mining_v1_1p1,model-guided regime-stratified candidate; needs manual verification,,Kappaphycus alvarezii,,,79.74603790886562,9.508047532661156,1,1.0,False,0.4,False,,pending,regime_diversity_candidate,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD",0.91477096,0.0,0.4,1.3997931670545714,1_1_1_3,6
rp_v1_1p1_0021,satellite_digitized,regime_positive_mining_v1_1p1,model-guided regime-stratified candidate; needs manual verification,,Kappaphycus alvarezii,,,79.08128459861717,9.247536100266496,1,1.0,False,0.4,False,,pending,regime_diversity_candidate,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD",0.9138435,0.0,0.4,0.9872390702508901,3_2_3_1,0
rp_v1_1p1_0022,satellite_digitized,regime_positive_mining_v1_1p1,model-guided regime-stratified candidate; needs manual verification,,Kappaphycus alvarezii,,,79.09026775145837,9.301435017313668,1,1.0,False,0.4,False,,pending,regime_diversity_candidate,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD",0.90418804,0.0,0.4,0.9870831625965868,0_0_2_0,4
rp_v1_1p1_0023,satellite_digitized,regime_positive_mining_v1_1p1,model-guided regime-stratified candidate; needs manual verification,,Kappaphycus alvarezii,,,79.7819705202304,8.421086038876535,1,1.0,False,0.2846154,False,,pending,regime_diversity_candidate,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD",0.124217555,0.0,0.2846154,67.54838902651097,2_3_2_1,3
rp_v1_1p1_0024,satellite_digitized,regime_positive_mining_v1_1p1,model-guided regime-stratified candidate; needs manual verification,,Kappaphycus alvarezii,,,79.7819705202304,8.430069191717731,1,1.0,False,0.2846154,False,,pending,regime_diversity_candidate,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD",0.09404726,0.0,0.2846154,66.55504555696628,2_3_2_1,3
rp_v1_1p1_0025,satellite_digitized,regime_positive_mining_v1_1p1,model-guided regime-stratified candidate; needs manual verification,,Kappaphycus alvarezii,,,79.35976233669423,9.211603488901714,1,1.0,False,0.2846154,False,,pending,regime_diversity_candidate,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD",0.13623385,0.0,0.2846154,12.285080365190991,3_3_3_0,1
rp_v1_1p1_0026,satellite_digitized,regime_positive_mining_v1_1p1,model-guided regime-stratified candidate; needs manual verification,,Kappaphycus alvarezii,,,79.35976233669423,9.220586641742909,1,1.0,False,0.2846154,False,,pending,regime_diversity_candidate,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD",0.083595216,0.0,0.2846154,11.323327494030458,2_3_3_0,1
rp_v1_1p1_0027,satellite_digitized,regime_positive_mining_v1_1p1,model-guided regime-stratified candidate; needs manual verification,,Kappaphycus alvarezii,,,79.62925692193008,9.517030685502352,1,1.0,False,0.2846154,False,,pending,regime_diversity_candidate,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD",0.10496715,0.0,0.2846154,11.028253599897413,3_1_1_1,9
rp_v1_1p1_0028,satellite_digitized,regime_positive_mining_v1_1p1,model-guided regime-stratified candidate; needs manual verification,,Kappaphycus alvarezii,,,79.34179603101184,9.220586641742909,1,1.0,False,0.2846154,False,,pending,regime_diversity_candidate,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD",0.097681224,0.0,0.2846154,10.973829118255143,2_3_3_0,1
rp_v1_1p1_0029,satellite_digitized,regime_positive_mining_v1_1p1,model-guided regime-stratified candidate; needs manual verification,,Kappaphycus alvarezii,,,79.62925692193008,9.526013838343546,1,1.0,False,0.2846154,False,,pending,regime_diversity_candidate,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD",0.0668863,0.0,0.2846154,10.893049635115993,3_2_1_2,9
rp_v1_1p1_0030,satellite_digitized,regime_positive_mining_v1_1p1,model-guided regime-stratified candidate; needs manual verification,,Kappaphycus alvarezii,,,79.62925692193008,9.534996991184745,1,1.0,False,0.2846154,False,,pending,regime_diversity_candidate,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD",0.06558135,0.0,0.2846154,10.84751248342726,3_1_1_2,9
rp_v1_1p1_0031,satellite_digitized,regime_positive_mining_v1_1p1,model-guided regime-stratified candidate; needs manual verification,,Kappaphycus alvarezii,,,79.36874548953543,9.229569794584105,1,1.0,False,0.2846154,False,,pending,regime_diversity_candidate,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD",0.069459364,0.0,0.2846154,10.691380637811022,1_2_3_1,1
rp_v1_1p1_0032,satellite_digitized,regime_positive_mining_v1_1p1,model-guided regime-stratified candidate; needs manual verification,,Kappaphycus alvarezii,,,79.35976233669423,9.229569794584105,1,1.0,False,0.2846154,False,,pending,regime_diversity_candidate,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD",0.08179205,0.0,0.2846154,10.367576594842017,1_3_3_0,1
rp_v1_1p1_0033,satellite_digitized,regime_positive_mining_v1_1p1,model-guided regime-stratified candidate; needs manual verification,,Kappaphycus alvarezii,,,79.63824007477128,9.517030685502352,1,1.0,False,0.2846154,False,,pending,regime_diversity_candidate,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD",0.08884075,0.0,0.2846154,10.059778158054948,2_2_1_2,9
rp_v1_1p1_0034,satellite_digitized,regime_positive_mining_v1_1p1,model-guided regime-stratified candidate; needs manual verification,,Kappaphycus alvarezii,,,79.32382972532945,9.229569794584105,1,1.0,False,0.2846154,False,,pending,regime_diversity_candidate,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD",0.06856301,0.0,0.2846154,9.98472485330139,0_2_2_1,1
rp_v1_1p1_0035,satellite_digitized,regime_positive_mining_v1_1p1,model-guided regime-stratified candidate; needs manual verification,,Kappaphycus alvarezii,,,79.34179603101184,9.229569794584105,1,1.0,False,0.2846154,False,,pending,regime_diversity_candidate,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD",0.09050491,0.0,0.2846154,9.984680174211283,1_3_3_0,1
rp_v1_1p1_0036,satellite_digitized,regime_positive_mining_v1_1p1,model-guided regime-stratified candidate; needs manual verification,,Kappaphycus alvarezii,,,79.63824007477128,9.526013838343546,1,1.0,False,0.2846154,False,,pending,regime_diversity_candidate,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD",0.09035055,0.0,0.2846154,9.911399205130547,2_2_1_2,9
rp_v1_1p1_0037,satellite_digitized,regime_positive_mining_v1_1p1,model-guided regime-stratified candidate; needs manual verification,,Kappaphycus alvarezii,,,79.63824007477128,9.534996991184745,1,1.0,False,0.2846154,False,,pending,regime_diversity_candidate,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD",0.09265949,0.0,0.2846154,9.861357357190727,2_1_1_2,9
rp_v1_1p1_0038,satellite_digitized,regime_positive_mining_v1_1p1,model-guided regime-stratified candidate; needs manual verification,,Kappaphycus alvarezii,,,79.63824007477128,9.508047532661156,1,1.0,False,0.2846154,False,,pending,regime_diversity_candidate,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD",0.1509191,0.0,0.2846154,9.725282216046356,2_2_1_0,5
rp_v1_1p1_0039,satellite_digitized,regime_positive_mining_v1_1p1,model-guided regime-stratified candidate; needs manual verification,,Kappaphycus alvarezii,,,79.64722322761247,9.517030685502352,1,1.0,False,0.2846154,False,,pending,regime_diversity_candidate,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD",0.11616949,0.0,0.2846154,9.095112163486242,1_1_1_2,9
rp_v1_1p1_0040,satellite_digitized,regime_positive_mining_v1_1p1,model-guided regime-stratified candidate; needs manual verification,,Kappaphycus alvarezii,,,79.34179603101184,9.2385529474253,1,1.0,False,0.2846154,False,,pending,regime_diversity_candidate,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD",0.07182758,0.0,0.2846154,8.996506227726107,0_3_3_0,1
rp_v1_1p1_0041,satellite_digitized,regime_positive_mining_v1_1p1,model-guided regime-stratified candidate; needs manual verification,,Kappaphycus alvarezii,,,79.64722322761247,9.526013838343546,1,1.0,False,0.2846154,False,,pending,regime_diversity_candidate,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD",0.18918733,0.0,0.2846154,8.930747823144516,0_2_1_2,9
rp_v1_1p1_0042,satellite_digitized,regime_positive_mining_v1_1p1,model-guided regime-stratified candidate; needs manual verification,,Kappaphycus alvarezii,,,79.64722322761247,9.534996991184745,1,1.0,False,0.2846154,False,,pending,regime_diversity_candidate,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD",0.15661557,0.0,0.2846154,8.87520582726917,0_2_1_2,9
rp_v1_1p1_0043,satellite_digitized,regime_positive_mining_v1_1p1,model-guided regime-stratified candidate; needs manual verification,,Kappaphycus alvarezii,,,79.64722322761247,9.543980144025936,1,1.0,False,0.2846154,False,,pending,regime_diversity_candidate,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD",0.14177603,0.0,0.2846154,8.874973388059704,1_2_1_3,9
rp_v1_1p1_0044,satellite_digitized,regime_positive_mining_v1_1p1,model-guided regime-stratified candidate; needs manual verification,,Kappaphycus alvarezii,,,79.64722322761247,9.508047532661156,1,1.0,False,0.2846154,False,,pending,regime_diversity_candidate,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD",0.08042282,0.0,0.2846154,8.834284234503725,1_2_1_2,5
rp_v1_1p1_0045,satellite_digitized,regime_positive_mining_v1_1p1,model-guided regime-stratified candidate; needs manual verification,,Kappaphycus alvarezii,,,79.65620638045367,9.561946449708328,1,1.0,False,0.2846154,False,,pending,regime_diversity_candidate,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD",0.11391762,0.0,0.2846154,8.135009151074122,2_1_0_2,10
rp_v1_1p1_0046,satellite_digitized,regime_positive_mining_v1_1p1,model-guided regime-stratified candidate; needs manual verification,,Kappaphycus alvarezii,,,79.71908845034204,9.6158453667555,1,1.0,False,0.2846154,False,,pending,regime_diversity_candidate,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD",0.15684155,0.0,0.2846154,8.008335723192122,3_1_0_0,10
rp_v1_1p1_0047,satellite_digitized,regime_positive_mining_v1_1p1,model-guided regime-stratified candidate; needs manual verification,,Kappaphycus alvarezii,,,79.7999368259128,9.561946449708328,1,1.0,False,0.2846154,False,,pending,regime_diversity_candidate,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD",0.092686236,0.0,0.2846154,7.9645999024783105,0_3_0_3,11
rp_v1_1p1_0048,satellite_digitized,regime_positive_mining_v1_1p1,model-guided regime-stratified candidate; needs manual verification,,Kappaphycus alvarezii,,,78.98246991736403,9.39126654572562,1,1.0,False,0.2846154,False,,pending,regime_diversity_candidate,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD",0.15972948,0.0,0.2846154,7.7397802997589285,0_0_1_3,4
rp_v1_1p1_0049,satellite_digitized,regime_positive_mining_v1_1p1,model-guided regime-stratified candidate; needs manual verification,,Kappaphycus alvarezii,,,79.71908845034204,9.624828519596694,1,1.0,False,0.2846154,False,,pending,regime_diversity_candidate,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD",0.13628623,0.0,0.2846154,7.734459970856875,3_1_0_1,10
rp_v1_1p1_0050,satellite_digitized,regime_positive_mining_v1_1p1,model-guided regime-stratified candidate; needs manual verification,,Kappaphycus alvarezii,,,79.67417268613606,9.588895908231914,1,1.0,False,0.2846154,False,,pending,regime_diversity_candidate,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD",0.13733667,0.0,0.2846154,7.72492906084734,3_1_1_0,10
rp_v1_1p1_0051,satellite_digitized,regime_positive_mining_v1_1p1,model-guided regime-stratified candidate; needs manual verification,,Kappaphycus alvarezii,,,79.65620638045367,9.49906437981996,1,1.0,False,0.2846154,False,,pending,regime_diversity_candidate,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD",0.087998725,0.0,0.2846154,7.519736727779109,0_3_1_3,6
rp_v1_1p1_0052,satellite_digitized,regime_positive_mining_v1_1p1,model-guided regime-stratified candidate; needs manual verification,,Kappaphycus alvarezii,,,79.66518953329486,9.570929602549525,1,1.0,False,0.2846154,False,,pending,regime_diversity_candidate,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD",0.092487365,0.0,0.2846154,7.518389766045134,2_3_0_2,10
rp_v1_1p1_0053,satellite_digitized,regime_positive_mining_v1_1p1,model-guided regime-stratified candidate; needs manual verification,,Kappaphycus alvarezii,,,79.72807160318324,9.6158453667555,1,1.0,False,0.2846154,False,,pending,regime_diversity_candidate,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD",0.08651526,0.0,0.2846154,7.516880125182095,2_2_0_1,10
rp_v1_1p1_0054,satellite_digitized,regime_positive_mining_v1_1p1,model-guided regime-stratified candidate; needs manual verification,,Kappaphycus alvarezii,,,79.00941937588762,9.400249698566814,1,1.0,False,0.2846154,False,,pending,regime_diversity_candidate,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD",0.06738747,0.0,0.2846154,7.230908016807383,2_0_1_3,4
rp_v1_1p1_0055,satellite_digitized,regime_positive_mining_v1_1p1,model-guided regime-stratified candidate; needs manual verification,,Kappaphycus alvarezii,,,79.71010529750085,9.606862213914305,1,1.0,False,0.2846154,False,,pending,regime_diversity_candidate,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD",0.10993803,0.0,0.2846154,7.228195536727047,3_1_0_0,10
rp_v1_1p1_0056,satellite_digitized,regime_positive_mining_v1_1p1,model-guided regime-stratified candidate; needs manual verification,,Kappaphycus alvarezii,,,79.66518953329486,9.561946449708328,1,1.0,False,0.2846154,False,,pending,regime_diversity_candidate,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD",0.07636683,0.0,0.2846154,7.1828176298824244,0_3_0_2,10
rp_v1_1p1_0057,satellite_digitized,regime_positive_mining_v1_1p1,model-guided regime-stratified candidate; needs manual verification,,Kappaphycus alvarezii,,,79.72807160318324,9.624828519596694,1,1.0,False,0.2846154,False,,pending,regime_diversity_candidate,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD",0.40825492,0.0,0.2846154,7.14674128996685,2_2_0_1,10
rp_v1_1p1_0058,satellite_digitized,regime_positive_mining_v1_1p1,model-guided regime-stratified candidate; needs manual verification,,Kappaphycus alvarezii,,,79.7909536730716,9.561946449708328,1,1.0,False,0.2846154,False,,pending,regime_diversity_candidate,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD",0.07277399,0.0,0.2846154,7.127024200272072,1_3_0_2,11
rp_v1_1p1_0059,satellite_digitized,regime_positive_mining_v1_1p1,model-guided regime-stratified candidate; needs manual verification,,Kappaphycus alvarezii,,,79.01840252872881,9.400249698566814,1,1.0,False,0.2846154,False,,pending,regime_diversity_candidate,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD",0.13582633,0.0,0.2846154,7.025927971869719,2_0_1_3,4
rp_v1_1p1_0060,satellite_digitized,regime_positive_mining_v1_1p1,model-guided regime-stratified candidate; needs manual verification,,Kappaphycus alvarezii,,,78.98246991736403,9.382283392884425,1,1.0,False,0.2846154,False,,pending,regime_diversity_candidate,"verify_by_multidate_satellite>=3_dates,persistent_raft>=2_dates,not_port_shipping,verified_dates=YYYY-MM-DD;YYYY-MM-DD",0.19384453,0.0,0.2846154,7.002971381675278,0_0_1_3,4
