record_id,source_type,source_name,source_reference,citation_url,species,eventDate,year,lon,lat,label,coordinate_precision_km,species_confirmed,confidence_score,is_verified,qa_reviewer,qa_status,rationale,notes
V11-011,government,verified_tn_site_list,MFIS_246_B Johnson + cited farm-site literature,http://eprints.cmfri.org.in/14936/1/MFIS_246_B%20Johnson.pdf,Kappaphycus alvarezii,,,79.27197222,9.29794444,1,1.0,True,0.95,True,pending_manual_review,approved,farm_cluster_site:Ariyankundu,User-provided final recommended v1.1 positive list
V11-012,government,verified_tn_site_list,MFIS_246_B Johnson + cited farm-site literature,http://eprints.cmfri.org.in/14936/1/MFIS_246_B%20Johnson.pdf,Kappaphycus alvarezii,,,79.26163889,9.29275,1,1.0,True,0.95,True,pending_manual_review,approved,farm_cluster_site:Villoondi,User-provided final recommended v1.1 positive list
V11-013,government,verified_tn_site_list,MFIS_246_B Johnson + cited farm-site literature,http://eprints.cmfri.org.in/14936/1/MFIS_246_B%20Johnson.pdf,Kappaphycus alvarezii,,,79.254,9.29177778,1,1.0,True,0.95,True,pending_manual_review,approved,farm_cluster_site:Manthoppu,User-provided final recommended v1.1 positive list
V11-014,government,verified_tn_site_list,MFIS_246_B Johnson + cited farm-site literature,http://eprints.cmfri.org.in/14936/1/MFIS_246_B%20Johnson.pdf,Kappaphycus alvarezii,,,79.24508333,9.29227778,1,1.0,True,0.95,True,pending_manual_review,approved,farm_cluster_site:Victoria Nagar,User-provided final recommended v1.1 positive list
V11-015,government,verified_tn_site_list,MFIS_246_B Johnson + cited farm-site literature,http://eprints.cmfri.org.in/14936/1/MFIS_246_B%20Johnson.pdf,Kappaphycus alvarezii,,,79.23966667,9.29230556,1,1.0,True,0.95,True,pending_manual_review,approved,farm_cluster_site:Naalupanai,User-provided final recommended v1.1 positive list
V11-016,government,verified_tn_site_list,MFIS_246_B Johnson + cited farm-site literature,http://eprints.cmfri.org.in/14936/1/MFIS_246_B%20Johnson.pdf,Kappaphycus alvarezii,,,79.14469444,9.29138889,1,1.0,True,0.95,True,pending_manual_review,approved,farm_cluster_site:T.Nagar,User-provided final recommended v1.1 positive list
V11-017,government,verified_tn_site_list,MFIS_246_B Johnson + cited farm-site literature,http://eprints.cmfri.org.in/14936/1/MFIS_246_B%20Johnson.pdf,Kappaphycus alvarezii,,,79.13327778,9.28780556,1,1.0,True,0.95,True,pending_manual_review,approved,farm_cluster_site:Munaikadu,User-provided final recommended v1.1 positive list
V11-018,government,verified_tn_site_list,MFIS_246_B Johnson + cited farm-site literature,http://eprints.cmfri.org.in/14936/1/MFIS_246_B%20Johnson.pdf,Kappaphycus alvarezii,,,79.12547222,9.28763889,1,1.0,True,0.95,True,pending_manual_review,approved,farm_cluster_site:Umayalpuram,User-provided final recommended v1.1 positive list
V11-019,government,verified_tn_site_list,MFIS_246_B Johnson + cited farm-site literature,http://eprints.cmfri.org.in/14936/1/MFIS_246_B%20Johnson.pdf,Kappaphycus alvarezii,,,79.105,9.289,1,1.0,True,0.95,True,pending_manual_review,approved,farm_cluster_site:Vedelai,User-provided final recommended v1.1 positive list
V11-020,government,verified_tn_site_list,MFIS_246_B Johnson + cited farm-site literature,http://eprints.cmfri.org.in/14936/1/MFIS_246_B%20Johnson.pdf,Kappaphycus alvarezii,,,79.08533333,9.29497222,1,1.0,True,0.95,True,pending_manual_review,approved,farm_cluster_site:Pillaimadam,User-provided final recommended v1.1 positive list
V11-021,government,verified_tn_site_list,MFIS_246_B Johnson + cited farm-site literature,http://eprints.cmfri.org.in/14936/1/MFIS_246_B%20Johnson.pdf,Kappaphycus alvarezii,,,79.05425,9.30583333,1,1.0,True,0.95,True,pending_manual_review,approved,farm_cluster_site:Pirappanvalasai,User-provided final recommended v1.1 positive list
V11-022,government,verified_tn_site_list,MFIS_246_B Johnson + cited farm-site literature,http://eprints.cmfri.org.in/14936/1/MFIS_246_B%20Johnson.pdf,Kappaphycus alvarezii,,,79.02883333,9.32261111,1,1.0,True,0.95,True,pending_manual_review,approved,farm_cluster_site:Irumeni,User-provided final recommended v1.1 positive list
V11-023,government,verified_tn_site_list,MFIS_246_B Johnson + cited farm-site literature,http://eprints.cmfri.org.in/14936/1/MFIS_246_B%20Johnson.pdf,Kappaphycus alvarezii,,,79.01538889,9.33313889,1,1.0,True,0.95,True,pending_manual_review,approved,farm_cluster_site:Uchipuli,User-provided final recommended v1.1 positive list
TN-01,literature,gemini_seed_batch,DOI:10.56042/ijms.v47i06.13600,https://doi.org/10.56042/ijms.v47i06.13600,Kappaphycus alvarezii,,,78.19048611111111,8.747483333333333,1,1.0,True,1.0,True,pending_manual_review,approved,seeded_from_user_supplied_table,original_species_text=K. alvarezii
TN-02,literature,gemini_seed_batch,DOI:10.56042/ijms.v47i06.13600,https://doi.org/10.56042/ijms.v47i06.13600,Kappaphycus alvarezii,,,78.18999722222223,8.74621111111111,1,1.0,True,1.0,True,pending_manual_review,approved,seeded_from_user_supplied_table,original_species_text=K. alvarezii
TN-03,literature,gemini_seed_batch,DOI:10.56042/ijms.v47i06.13600,https://doi.org/10.56042/ijms.v47i06.13600,Kappaphycus alvarezii,,,78.19485833333334,8.745869444444443,1,1.0,True,1.0,True,pending_manual_review,approved,seeded_from_user_supplied_table,original_species_text=K. alvarezii
TN-04,literature,gemini_seed_batch,DOI:10.56042/ijms.v47i06.13600,https://doi.org/10.56042/ijms.v47i06.13600,Kappaphycus alvarezii,,,79.18876111111112,9.279433333333332,1,1.0,True,1.0,True,pending_manual_review,approved,seeded_from_user_supplied_table,original_species_text=K. alvarezii
TN-05,literature,gemini_seed_batch,DOI:10.56042/ijms.v47i06.13600,https://doi.org/10.56042/ijms.v47i06.13600,Kappaphycus alvarezii,,,79.18615833333334,9.287433333333333,1,1.0,True,1.0,True,pending_manual_review,approved,seeded_from_user_supplied_table,original_species_text=K. alvarezii
TN-06,literature,gemini_seed_batch,DOI:10.56042/ijms.v47i06.13600,https://doi.org/10.56042/ijms.v47i06.13600,Kappaphycus alvarezii,,,79.18971666666667,9.283852777777778,1,1.0,True,1.0,True,pending_manual_review,approved,seeded_from_user_supplied_table,original_species_text=K. alvarezii
TN-07,government,gemini_seed_batch,"MFIS Tech Series 246, 2020",,Kappaphycus alvarezii,,,79.40525000000001,9.194916666666668,1,1.0,True,0.95,True,pending_manual_review,approved,seeded_from_user_supplied_table,original_species_text=K. alvarezii
TN-09,government,gemini_seed_batch,"MFIS Tech Series 246, 2020",,Kappaphycus alvarezii,,,79.33191666666666,9.317,1,1.0,True,0.95,True,pending_manual_review,approved,seeded_from_user_supplied_table,original_species_text=K. alvarezii
TN-10,government,gemini_seed_batch,"MFIS Tech Series 246, 2020",,Kappaphycus alvarezii,,,79.31530555555555,9.3275,1,1.0,True,0.95,True,pending_manual_review,approved,seeded_from_user_supplied_table,original_species_text=K. alvarezii
TN-11,government,gemini_seed_batch,"MFIS Tech Series 246, 2020",,Kappaphycus alvarezii,,,79.31277777777777,9.32825,1,1.0,True,0.95,True,pending_manual_review,approved,seeded_from_user_supplied_table,original_species_text=K. alvarezii
TN-12,government,gemini_seed_batch,"MFIS Tech Series 246, 2020",,Kappaphycus alvarezii,,,79.29994444444445,9.322833333333334,1,1.0,True,0.95,True,pending_manual_review,approved,seeded_from_user_supplied_table,original_species_text=K. alvarezii
TN-13,government,gemini_seed_batch,"MFIS Tech Series 246, 2020",,Kappaphycus alvarezii,,,79.29291666666667,9.320916666666667,1,1.0,True,0.95,True,pending_manual_review,approved,seeded_from_user_supplied_table,original_species_text=K. alvarezii
TN-14,government,gemini_seed_batch,"MFIS Tech Series 246, 2020",,Kappaphycus alvarezii,,,79.27197222222222,9.297944444444443,1,1.0,True,0.95,True,pending_manual_review,approved,seeded_from_user_supplied_table,original_species_text=K. alvarezii
TN-20,literature,gemini_seed_batch,DOI:10.4490/algae.2010.25.4.205,https://doi.org/10.4490/algae.2010.25.4.205,Kappaphycus alvarezii,,,79.21000000000001,9.239999999999998,1,1.0,True,1.0,True,pending_manual_review,approved,seeded_from_user_supplied_table,original_species_text=K. alvarezii
PDF-001,government,cmfri_compilation_pdf,MFIS_246_B Johnson + cited peer-reviewed records,http://eprints.cmfri.org.in/14936/1/MFIS_246_B%20Johnson.pdf,Kappaphycus alvarezii,,,79.23238888888889,9.29213888888889,1,1.0,True,0.95,True,pending_manual_review,approved,"farm_site_from_pdf:• Akkalmadam (Mandapam Coast) – 9°17′31.7″N, 79°13′56.6″E 5 .",Extracted from user-provided verified farm sites PDF
PDF-002,government,cmfri_compilation_pdf,MFIS_246_B Johnson + cited peer-reviewed records,http://eprints.cmfri.org.in/14936/1/MFIS_246_B%20Johnson.pdf,Kappaphycus alvarezii,,,79.22027777777778,9.291416666666668,1,1.0,True,0.95,True,pending_manual_review,approved,"farm_site_from_pdf:• Pamban (Mandapam Coast) – 9°17′29.1″N, 79°13′13.0″E 5 .",Extracted from user-provided verified farm sites PDF
PDF-003,government,cmfri_compilation_pdf,MFIS_246_B Johnson + cited peer-reviewed records,http://eprints.cmfri.org.in/14936/1/MFIS_246_B%20Johnson.pdf,Kappaphycus alvarezii,,,79.17936111111112,9.283888888888889,1,1.0,True,0.95,True,pending_manual_review,approved,"farm_site_from_pdf:• Thonithurai (Mandapam Coast) – 9°17′02.0″N, 79°10′45.7″E 5 .",Extracted from user-provided verified farm sites PDF
PDF-010,government,cmfri_compilation_pdf,MFIS_246_B Johnson + cited peer-reviewed records,http://eprints.cmfri.org.in/14936/1/MFIS_246_B%20Johnson.pdf,Kappaphycus alvarezii,,,79.26163888888888,9.29275,1,1.0,True,0.95,True,pending_manual_review,approved,"farm_site_from_pdf:• Villoondi (Ramanathapuram – Palk Bay) – 9°17′33.9″N, 79°15′41.9″E 8 .",Extracted from user-provided verified farm sites PDF
PDF-011,government,cmfri_compilation_pdf,MFIS_246_B Johnson + cited peer-reviewed records,http://eprints.cmfri.org.in/14936/1/MFIS_246_B%20Johnson.pdf,Kappaphycus alvarezii,,,79.254,9.291777777777778,1,1.0,True,0.95,True,pending_manual_review,approved,"farm_site_from_pdf:• Manthoppu (Ramanathapuram – Palk Bay) – 9°17′30.4″N, 79°15′14.4″E 9 .",Extracted from user-provided verified farm sites PDF
PDF-012,government,cmfri_compilation_pdf,MFIS_246_B Johnson + cited peer-reviewed records,http://eprints.cmfri.org.in/14936/1/MFIS_246_B%20Johnson.pdf,Kappaphycus alvarezii,,,79.24508333333334,9.29227777777778,1,1.0,True,0.95,True,pending_manual_review,approved,"farm_site_from_pdf:• Victoria Nagar (Ramanathapuram – Palk Bay) – 9°17′32.2″N, 79°14′42.3″E 9 .",Extracted from user-provided verified farm sites PDF
PDF-013,government,cmfri_compilation_pdf,MFIS_246_B Johnson + cited peer-reviewed records,http://eprints.cmfri.org.in/14936/1/MFIS_246_B%20Johnson.pdf,Kappaphycus alvarezii,,,79.23966666666666,9.292305555555556,1,1.0,True,0.95,True,pending_manual_review,approved,"farm_site_from_pdf:• Naalupanai (Ramanathapuram – Palk Bay) – 9°17′32.3″N, 79°14′22.8″E 9 .",Extracted from user-provided verified farm sites PDF
PDF-014,government,cmfri_compilation_pdf,MFIS_246_B Johnson + cited peer-reviewed records,http://eprints.cmfri.org.in/14936/1/MFIS_246_B%20Johnson.pdf,Kappaphycus alvarezii,,,79.14469444444445,9.29138888888889,1,1.0,True,0.95,True,pending_manual_review,approved,"farm_site_from_pdf:• T.Nagar (Palk Bay area) – 9°17′29.0″N, 79°08′40.9″E 4 .",Extracted from user-provided verified farm sites PDF
PDF-015,government,cmfri_compilation_pdf,MFIS_246_B Johnson + cited peer-reviewed records,http://eprints.cmfri.org.in/14936/1/MFIS_246_B%20Johnson.pdf,Kappaphycus alvarezii,,,79.13327777777778,9.287805555555556,1,1.0,True,0.95,True,pending_manual_review,approved,"farm_site_from_pdf:• Munaikadu (Palk Bay) – 9°17′16.1″N, 79°07′59.8″E 4 .",Extracted from user-provided verified farm sites PDF
PDF-016,government,cmfri_compilation_pdf,MFIS_246_B Johnson + cited peer-reviewed records,http://eprints.cmfri.org.in/14936/1/MFIS_246_B%20Johnson.pdf,Kappaphycus alvarezii,,,79.12547222222221,9.287638888888887,1,1.0,True,0.95,True,pending_manual_review,approved,"farm_site_from_pdf:• Umayalpuram (Palk Bay) – 9°17′15.5″N, 79°07′31.7″E 4 .",Extracted from user-provided verified farm sites PDF
PDF-017,government,cmfri_compilation_pdf,MFIS_246_B Johnson + cited peer-reviewed records,http://eprints.cmfri.org.in/14936/1/MFIS_246_B%20Johnson.pdf,Kappaphycus alvarezii,,,79.10499999999999,9.289,1,1.0,True,0.95,True,pending_manual_review,approved,"farm_site_from_pdf:• Vedelai (Palk Bay) – 9°17′20.4″N, 79°06′18.0″E 10 .",Extracted from user-provided verified farm sites PDF
PDF-018,government,cmfri_compilation_pdf,MFIS_246_B Johnson + cited peer-reviewed records,http://eprints.cmfri.org.in/14936/1/MFIS_246_B%20Johnson.pdf,Kappaphycus alvarezii,,,79.08533333333332,9.294972222222222,1,1.0,True,0.95,True,pending_manual_review,approved,"farm_site_from_pdf:• Pillaimadam (Palk Bay) – 9°17′41.9″N, 79°05′07.2″E 11 .",Extracted from user-provided verified farm sites PDF
PDF-019,government,cmfri_compilation_pdf,MFIS_246_B Johnson + cited peer-reviewed records,http://eprints.cmfri.org.in/14936/1/MFIS_246_B%20Johnson.pdf,Kappaphycus alvarezii,,,79.05425,9.305833333333334,1,1.0,True,0.95,True,pending_manual_review,approved,"farm_site_from_pdf:• Pirappanvalasai (Palk Bay) – 9°18′21.0″N, 79°03′15.3″E 12 .",Extracted from user-provided verified farm sites PDF
PDF-020,government,cmfri_compilation_pdf,MFIS_246_B Johnson + cited peer-reviewed records,http://eprints.cmfri.org.in/14936/1/MFIS_246_B%20Johnson.pdf,Kappaphycus alvarezii,,,79.02883333333334,9.322611111111112,1,1.0,True,0.95,True,pending_manual_review,approved,"farm_site_from_pdf:• Irumeni (Palk Bay) – 9°19′21.4″N, 79°01′43.8″E 13 .",Extracted from user-provided verified farm sites PDF
PDF-021,government,cmfri_compilation_pdf,MFIS_246_B Johnson + cited peer-reviewed records,http://eprints.cmfri.org.in/14936/1/MFIS_246_B%20Johnson.pdf,Kappaphycus alvarezii,,,79.01538888888889,9.33313888888889,1,1.0,True,0.95,True,pending_manual_review,approved,"farm_site_from_pdf:• Uchipuli (Palk Bay) – 9°19′59.3″N, 79°00′55.4″E 14 .",Extracted from user-provided verified farm sites PDF
PDF-022,government,cmfri_compilation_pdf,MFIS_246_B Johnson + cited peer-reviewed records,http://eprints.cmfri.org.in/14936/1/MFIS_246_B%20Johnson.pdf,Kappaphycus alvarezii,,,79.22111111111111,9.263472222222225,1,1.0,True,0.95,True,pending_manual_review,approved,"farm_site_from_pdf:• Kunthukal (Gulf of Mannar) – 9°15′48.5″N, 79°13′16.0″E 15 .",Extracted from user-provided verified farm sites PDF
PDF-023,government,cmfri_compilation_pdf,MFIS_246_B Johnson + cited peer-reviewed records,http://eprints.cmfri.org.in/14936/1/MFIS_246_B%20Johnson.pdf,Kappaphycus alvarezii,,,79.14588888888889,9.27613888888889,1,1.0,True,0.95,True,pending_manual_review,approved,"farm_site_from_pdf:• Mandapam (Gulf of Mannar) – 9°16′34.1″N, 79°08′45.2″E 15 .",Extracted from user-provided verified farm sites PDF
